"link"|"datasetFolder"|"datasetDescription"|"title"|"dsFeatures"|"numberObs"|"area"|"atributeType"|"numberAttr"|"dateDonated"|"missingValues"|"numberWebHits"|"image"
"http://archive.ics.uci.edu/ml/datasets/Statlog+%28Shuttle%29"|"http://archive.ics.uci.edu/ml/machine-learning-databases/statlog/shuttle/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/statlog/shuttle/shuttle.doc"|"Statlog (Shuttle) Data Set"|"Multivariate"|"58000"|"Physical"|"Integer"|"9"|"N/A"|"N/A"|"115601"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large92.jpg"
"http://archive.ics.uci.edu/ml/datasets/Nursery"|"http://archive.ics.uci.edu/ml/machine-learning-databases/nursery/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/nursery/nursery.names"|"Nursery Data Set"|"Multivariate"|"12960"|"Social"|"Categorical"|"8"|"1997-06-01"|"No"|"170594"|""
"http://archive.ics.uci.edu/ml/datasets/Thoracic+Surgery+Data"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00277/"|"http://archive.ics.uci.edu/ml/datasets/Thoracic+Surgery+Data#"|"Thoracic Surgery Data Data Set"|"Multivariate"|"470"|"Life"|"Integer, Real"|"17"|"2013-11-13"|"N/A"|"80392"|""
"http://archive.ics.uci.edu/ml/datasets/OPPORTUNITY+Activity+Recognition"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00226/"|"http://archive.ics.uci.edu/ml/datasets/OPPORTUNITY+Activity+Recognition#"|"OPPORTUNITY Activity Recognition Data Set"|"Multivariate, Time-Series"|"2551"|"Computer"|"Real"|"242"|"2012-06-09"|"Yes"|"81786"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large226.jpg"
"http://archive.ics.uci.edu/ml/datasets/MEU-Mobile+KSD"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00399/"|"http://archive.ics.uci.edu/ml/datasets/MEU-Mobile+KSD#"|"MEU-Mobile KSD Data Set"|"Multivariate"|"2856"|"Computer"|"Integer, Real"|"71"|"2016-05-14"|"N/A"|"8136"|""
"http://archive.ics.uci.edu/ml/datasets/Statlog+%28Heart%29"|"http://archive.ics.uci.edu/ml/machine-learning-databases/statlog/heart/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/statlog/heart/heart.doc"|"Statlog (Heart) Data Set"|"Multivariate"|"270"|"Life"|"Categorical, Real"|"13"|"N/A"|"No"|"179537"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large45.jpg"
"http://archive.ics.uci.edu/ml/datasets/Balance+Scale"|"http://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.names"|"Balance Scale Data Set"|"Multivariate"|"625"|"Social"|"Categorical"|"4"|"1994-04-22"|"No"|"213258"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large12.jpg"
"http://archive.ics.uci.edu/ml/datasets/Crowdsourced+Mapping"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00400/"|"http://archive.ics.uci.edu/ml/datasets/Crowdsourced+Mapping#"|"Crowdsourced Mapping Data Set"|"Multivariate"|"10546"|"Physical"|"N/A"|"29"|"2016-05-25"|"N/A"|"14400"|""
"http://archive.ics.uci.edu/ml/datasets/Educational+Process+Mining+%28EPM%29%3A+A+Learning+Analytics+Data+Set"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00346/"|"http://archive.ics.uci.edu/ml/datasets/Educational+Process+Mining+%28EPM%29%3A+A+Learning+Analytics+Data+Set#"|"Educational Process Mining (EPM): A Learning Analytics Data Set Data Set"|"Multivariate, Sequential, Time-Series"|"230318"|"Computer"|"Integer"|"13"|"2015-09-24"|"N/A"|"77651"|""
"http://archive.ics.uci.edu/ml/datasets/Geo-Magnetic+field+and+WLAN+dataset+for+indoor+localisation+from+wristband+and+smartphone"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00377/"|"http://archive.ics.uci.edu/ml/datasets/Geo-Magnetic+field+and+WLAN+dataset+for+indoor+localisation+from+wristband+and+smartphone#"|"Geo-Magnetic field and WLAN dataset for indoor localisation from wristband and smartphone Data Set"|"Multivariate, Sequential, Time-Series"|"153540"|"Computer"|"Integer, Real"|"25"|"2017-01-10"|"N/A"|"22714"|""
"http://archive.ics.uci.edu/ml/datasets/University+of+Tehran+Question+Dataset+2016+%28UTQD.2016%29"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00425/"|"http://archive.ics.uci.edu/ml/datasets/University+of+Tehran+Question+Dataset+2016+%28UTQD.2016%29#"|"University of Tehran Question Dataset 2016 (UTQD.2016) Data Set"|"Text"|"1175"|"N/A"|"N/A"|"3"|"2017-09-27"|"Yes"|"7765"|""
"http://archive.ics.uci.edu/ml/datasets/Connectionist+Bench+%28Sonar%2C+Mines+vs.+Rocks%29"|"http://archive.ics.uci.edu/ml/machine-learning-databases/undocumented/connectionist-bench/sonar/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/undocumented/connectionist-bench/sonar/sonar.names"|"Connectionist Bench (Sonar, Mines vs. Rocks) Data Set"|"Multivariate"|"208"|"Physical"|"Real"|"60"|"N/A"|"N/A"|"139720"|""
"http://archive.ics.uci.edu/ml/datasets/Dresses_Attribute_Sales"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00289/"|"http://archive.ics.uci.edu/ml/datasets/Dresses_Attribute_Sales#"|"Dresses_Attribute_Sales Data Set"|"Text"|"501"|"Computer"|"N/A"|"13"|"2014-02-19"|"Yes"|"91301"|""
"http://archive.ics.uci.edu/ml/datasets/Weight+Lifting+Exercises+monitored+with+Inertial+Measurement+Units"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00273/"|"http://archive.ics.uci.edu/ml/datasets/Weight+Lifting+Exercises+monitored+with+Inertial+Measurement+Units#"|"Weight Lifting Exercises monitored with Inertial Measurement Units Data Set"|"Multivariate"|"39242"|"Physical"|"Real"|"152"|"2013-11-24"|"Yes"|"37076"|""
"http://archive.ics.uci.edu/ml/datasets/Indoor+User+Movement+Prediction+from+RSS+data"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00348/"|"http://archive.ics.uci.edu/ml/datasets/Indoor+User+Movement+Prediction+from+RSS+data#"|"Indoor User Movement Prediction from RSS data Data Set"|"Multivariate, Sequential, Time-Series"|"13197"|"Computer"|"Real"|"4"|"2016-02-04"|"N/A"|"48261"|""
