"link"|"datasetFolder"|"datasetDescription"|"title"|"dsFeatures"|"numberObs"|"area"|"atributeType"|"numberAttr"|"dateDonated"|"missingValues"|"numberWebHits"|"image"
"http://archive.ics.uci.edu/ml/datasets/Waveform+Database+Generator+%28Version+2%29"|"http://archive.ics.uci.edu/ml/machine-learning-databases/waveform/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/waveform/waveform-+noise.names"|"Waveform Database Generator (Version 2) Data Set"|"Multivariate, Data-Generator"|"5000"|"Physical"|"Real"|"40"|"1988-11-10"|"No"|"53390"|""
"http://archive.ics.uci.edu/ml/datasets/Wine"|"http://archive.ics.uci.edu/ml/machine-learning-databases/wine/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/wine/wine.names"|"Wine Data Set"|"Multivariate"|"178"|"Physical"|"Integer, Real"|"13"|"1991-07-01"|"No"|"1119477"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large109.jpg"
"http://archive.ics.uci.edu/ml/datasets/SPECT+Heart"|"http://archive.ics.uci.edu/ml/machine-learning-databases/spect/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/spect/SPECT.names"|"SPECT Heart Data Set"|"Multivariate"|"267"|"Life"|"Categorical"|"22"|"2001-10-01"|"No"|"183240"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large45.jpg"
"http://archive.ics.uci.edu/ml/datasets/Character+Trajectories"|"http://archive.ics.uci.edu/ml/machine-learning-databases/character-trajectories/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/character-trajectories/trajectories.names"|"Character Trajectories Data Set"|"Time-Series"|"2858"|"Computer"|"Real"|"3"|"2008-08-20"|"N/A"|"132069"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large175.jpg"
"http://archive.ics.uci.edu/ml/datasets/Las+Vegas+Strip"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00397/"|"http://archive.ics.uci.edu/ml/datasets/Las+Vegas+Strip#"|"Las Vegas Strip Data Set"|"N/A"|"504"|"Business"|"Integer"|"20"|"2017-07-23"|"N/A"|"71950"|""
"http://archive.ics.uci.edu/ml/datasets/Facebook+metrics"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00368/"|"http://archive.ics.uci.edu/ml/datasets/Facebook+metrics#"|"Facebook metrics Data Set"|"Multivariate"|"500"|"Business"|"Integer"|"19"|"2016-08-05"|"N/A"|"122463"|""
"http://archive.ics.uci.edu/ml/datasets/Molecular+Biology+%28Promoter+Gene+Sequences%29"|"http://archive.ics.uci.edu/ml/machine-learning-databases/molecular-biology/promoter-gene-sequences/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/molecular-biology/promoter-gene-sequences/promoters.names"|"Molecular Biology (Promoter Gene Sequences) Data Set"|"Sequential, Domain-Theory"|"106"|"Life"|"Categorical"|"58"|"1990-06-30"|"No"|"67667"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large67.jpg"
"http://archive.ics.uci.edu/ml/datasets/Detect+Malacious+Executable%28AntiVirus%29"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00355/"|"http://archive.ics.uci.edu/ml/datasets/Detect+Malacious+Executable%28AntiVirus%29#"|"Detect Malacious Executable(AntiVirus) Data Set"|"Multivariate"|"373"|"Computer"|"Real"|"513"|"2016-03-03"|"Yes"|"241629"|""
"http://archive.ics.uci.edu/ml/datasets/Water+Treatment+Plant"|"http://archive.ics.uci.edu/ml/machine-learning-databases/water-treatment/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/water-treatment/water-treatment.names"|"Water Treatment Plant Data Set"|"Multivariate"|"527"|"Physical"|"Integer, Real"|"38"|"1993-06-01"|"N/A"|"123339"|""
"http://archive.ics.uci.edu/ml/datasets/Breast+Cancer"|"http://archive.ics.uci.edu/ml/machine-learning-databases/breast-cancer/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/breast-cancer/breast-cancer.names"|"Breast Cancer Data Set"|"Multivariate"|"286"|"Life"|"Categorical"|"9"|"1988-07-11"|"Yes"|"379296"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large14.jpg"
"http://archive.ics.uci.edu/ml/datasets/Qualitative_Bankruptcy"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00281/"|"http://archive.ics.uci.edu/ml/datasets/Qualitative_Bankruptcy#"|"Qualitative_Bankruptcy Data Set"|"Multivariate"|"250"|"Computer"|"N/A"|"7"|"2014-02-09"|"N/A"|"63319"|""
"http://archive.ics.uci.edu/ml/datasets/OCT+data+%26+Color+Fundus+Images+of+Left+%26+Right+Eyes"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00430/"|"http://archive.ics.uci.edu/ml/datasets/OCT+data+%26+Color+Fundus+Images+of+Left+%26+Right+Eyes#"|"OCT data & Color Fundus Images of Left & Right Eyes Data Set"|"Multivariate"|"50"|"Computer"|"Real"|"2"|"2016-11-01"|"N/A"|"9013"|""
"http://archive.ics.uci.edu/ml/datasets/QSAR+biodegradation"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00254/"|"http://archive.ics.uci.edu/ml/datasets/QSAR+biodegradation#"|"QSAR biodegradation Data Set"|"Multivariate"|"1055"|"N/A"|"Integer, Real"|"41"|"2013-06-21"|"N/A"|"38868"|""
"http://archive.ics.uci.edu/ml/datasets/Relative+location+of+CT+slices+on+axial+axis"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00206/"|"http://archive.ics.uci.edu/ml/datasets/Relative+location+of+CT+slices+on+axial+axis#"|"Relative location of CT slices on axial axis Data Set"|"Domain-Theory"|"53500"|"Computer"|"Real"|"386"|"2011-07-07"|"N/A"|"48780"|""
"http://archive.ics.uci.edu/ml/datasets/Statlog+%28German+Credit+Data%29"|"http://archive.ics.uci.edu/ml/machine-learning-databases/statlog/german/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/statlog/german/german.doc"|"Statlog (German Credit Data) Data Set"|"Multivariate"|"1000"|"Financial"|"Categorical, Integer"|"20"|"1994-11-17"|"N/A"|"486439"|""
"http://archive.ics.uci.edu/ml/datasets/Student+Loan+Relational"|"http://archive.ics.uci.edu/ml/machine-learning-databases/student-loan/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/student-loan/student-loan.names"|"Student Loan Relational Data Set"|"Domain-Theory"|"1000"|"Social"|"N/A"|"N/A"|"1993-01-01"|"N/A"|"57896"|""
"http://archive.ics.uci.edu/ml/datasets/Multimodal+Damage+Identification+for+Humanitarian+Computing"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00456/"|"http://archive.ics.uci.edu/ml/datasets/Multimodal+Damage+Identification+for+Humanitarian+Computing#"|"Multimodal Damage Identification for Humanitarian Computing Data Set"|"Multivariate, Text"|"5879"|"Social"|"Integer"|"N/A"|"2018-06-01"|"N/A"|"6726"|""
"http://archive.ics.uci.edu/ml/datasets/Turkiye+Student+Evaluation"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00262/"|"http://archive.ics.uci.edu/ml/datasets/Turkiye+Student+Evaluation#"|"Turkiye Student Evaluation Data Set"|"Multivariate"|"5820"|"N/A"|"N/A"|"33"|"2013-09-01"|"N/A"|"74490"|""
"http://archive.ics.uci.edu/ml/datasets/USPTO+Algorithm+Challenge%2C+run+by+NASA-Harvard+Tournament+Lab+and+TopCoder++++Problem%3A+Pat"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00268/"|"http://archive.ics.uci.edu/ml/datasets/USPTO+Algorithm+Challenge%2C+run+by+NASA-Harvard+Tournament+Lab+and+TopCoder++++Problem%3A+Pat#"|"USPTO Algorithm Challenge, run by NASA-Harvard Tournament Lab and TopCoder    Problem: Pat Data Set"|"Domain-Theory"|"306"|"N/A"|"Integer"|"5"|"2013-10-13"|"N/A"|"28257"|""
"http://archive.ics.uci.edu/ml/datasets/gene+expression+cancer+RNA-Seq"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00401/"|"http://archive.ics.uci.edu/ml/datasets/gene+expression+cancer+RNA-Seq#"|"gene expression cancer RNA-Seq Data Set"|"Multivariate"|"801"|"Life"|"Real"|"20531"|"2016-06-09"|"N/A"|"34652"|""
"http://archive.ics.uci.edu/ml/datasets/Firm-Teacher_Clave-Direction_Classification"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00324/"|"http://archive.ics.uci.edu/ml/datasets/Firm-Teacher_Clave-Direction_Classification#"|"Firm-Teacher_Clave-Direction_Classification Data Set"|"Multivariate"|"10800"|"N/A"|"N/A"|"20"|"2015-04-24"|"N/A"|"23903"|""
"http://archive.ics.uci.edu/ml/datasets/Plants"|"http://archive.ics.uci.edu/ml/machine-learning-databases/plants/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/plants/plants.names"|"Plants Data Set"|"Multivariate"|"22632"|"Life"|"Categorical"|"70"|"2008-12-31"|"Yes"|"163221"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large180.jpg"
"http://archive.ics.uci.edu/ml/datasets/Autism+Screening+Adult"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00426/"|"http://archive.ics.uci.edu/ml/datasets/Autism+Screening+Adult#"|"Autism Screening Adult Data Set"|"N/A"|"704"|"Social"|"Integer"|"21"|"2017-12-24"|"Yes"|"34707"|""
"http://archive.ics.uci.edu/ml/datasets/Discrete+Tone+Image+Dataset"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00431/"|"http://archive.ics.uci.edu/ml/datasets/Discrete+Tone+Image+Dataset#"|"Discrete Tone Image Dataset Data Set"|"Multivariate"|"71"|"Computer"|"N/A"|"11"|"2018-01-20"|"N/A"|"14093"|""
"http://archive.ics.uci.edu/ml/datasets/Libras+Movement"|"http://archive.ics.uci.edu/ml/machine-learning-databases/libras/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/libras/movement_libras.names"|"Libras Movement Data Set"|"Multivariate, Sequential"|"360"|"N/A"|"Real"|"91"|"2009-08-17"|"N/A"|"76434"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large181.jpg"
"http://archive.ics.uci.edu/ml/datasets/Wine+Quality"|"http://archive.ics.uci.edu/ml/machine-learning-databases/wine-quality/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/wine-quality/winequality.names"|"Wine Quality Data Set"|"Multivariate"|"4898"|"Business"|"Real"|"12"|"2009-10-07"|"N/A"|"905310"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large186.jpg"
"http://archive.ics.uci.edu/ml/datasets/Protein+Data"|"http://archive.ics.uci.edu/ml/machine-learning-databases/undocumented/sigillito/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/undocumented/sigillito/secondary-structure.names"|"Protein Data Data Set"|"N/A"|"N/A"|"Life"|"N/A"|"N/A"|"N/A"|"N/A"|"61442"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large154.jpg"
"http://archive.ics.uci.edu/ml/datasets/MHEALTH+Dataset"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00319/"|"http://archive.ics.uci.edu/ml/datasets/MHEALTH+Dataset#"|"MHEALTH Dataset Data Set"|"Multivariate, Time-Series"|"120"|"Computer"|"Real"|"23"|"2014-12-07"|"N/A"|"72049"|""
"http://archive.ics.uci.edu/ml/datasets/Reuter_50_50"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00217/"|"http://archive.ics.uci.edu/ml/datasets/Reuter_50_50#"|"Reuter_50_50 Data Set"|"Multivariate, Text, Domain-Theory"|"2500"|"Computer"|"Real"|"10000"|"2011-09-08"|"N/A"|"55496"|""
"http://archive.ics.uci.edu/ml/datasets/Parkinson%27s+Disease+Classification"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00470/"|"http://archive.ics.uci.edu/ml/datasets/Parkinson%27s+Disease+Classification#"|"Parkinson's Disease Classification Data Set"|"Multivariate"|"756"|"Computer"|"Integer, Real"|"754"|"2018-11-05"|"N/A"|"27699"|""
"http://archive.ics.uci.edu/ml/datasets/Reuters-21578+Text+Categorization+Collection"|"http://archive.ics.uci.edu/ml/machine-learning-databases/reuters21578-mld/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/reuters21578-mld/reuters21578.html"|"Reuters-21578 Text Categorization Collection Data Set"|"Text"|"21578"|"N/A"|"Categorical"|"5"|"1997-09-26"|"N/A"|"154569"|""
"http://archive.ics.uci.edu/ml/datasets/PEMS-SF"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00204/"|"http://archive.ics.uci.edu/ml/datasets/PEMS-SF#"|"PEMS-SF Data Set"|"Multivariate, Time-Series"|"440"|"Computer"|"Real"|"138672"|"2011-05-22"|"N/A"|"58948"|""
"http://archive.ics.uci.edu/ml/datasets/Dermatology"|"http://archive.ics.uci.edu/ml/machine-learning-databases/dermatology/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/dermatology/dermatology.names"|"Dermatology Data Set"|"Multivariate"|"366"|"Life"|"Categorical, Integer"|"33"|"1998-01-01"|"Yes"|"178352"|""
"http://archive.ics.uci.edu/ml/datasets/PAMAP2+Physical+Activity+Monitoring"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00231/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00231/readme.pdf"|"PAMAP2 Physical Activity Monitoring Data Set"|"Multivariate, Time-Series"|"3850505"|"Computer"|"Real"|"52"|"2012-08-06"|"Yes"|"75327"|""
"http://archive.ics.uci.edu/ml/datasets/wiki4HE"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00334/"|"http://archive.ics.uci.edu/ml/datasets/wiki4HE#"|"wiki4HE Data Set"|"Multivariate"|"913"|"Social"|"N/A"|"53"|"2015-05-04"|"Yes"|"38085"|""
"http://archive.ics.uci.edu/ml/datasets/Taxi+Service+Trajectory+-+Prediction+Challenge%2C+ECML+PKDD+2015"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00339/"|"http://archive.ics.uci.edu/ml/datasets/Taxi+Service+Trajectory+-+Prediction+Challenge%2C+ECML+PKDD+2015#"|"Taxi Service Trajectory - Prediction Challenge, ECML PKDD 2015 Data Set"|"Multivariate, Sequential, Time-Series, Domain-Theory"|"1710671"|"Computer"|"Real"|"9"|"2015-07-11"|"Yes"|"69478"|""
"http://archive.ics.uci.edu/ml/datasets/Connect-4"|"http://archive.ics.uci.edu/ml/machine-learning-databases/connect-4/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/connect-4/connect-4.names"|"Connect-4 Data Set"|"Multivariate, Spatial"|"67557"|"Game"|"Categorical"|"42"|"1995-02-04"|"No"|"142317"|""
"http://archive.ics.uci.edu/ml/datasets/Gesture+Phase+Segmentation"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00302/"|"http://archive.ics.uci.edu/ml/datasets/Gesture+Phase+Segmentation#"|"Gesture Phase Segmentation Data Set"|"Multivariate, Sequential, Time-Series"|"9900"|"N/A"|"Real"|"50"|"2014-06-18"|"N/A"|"44233"|""
"http://archive.ics.uci.edu/ml/datasets/Chess+%28King-Rook+vs.+King-Pawn%29"|"http://archive.ics.uci.edu/ml/machine-learning-databases/chess/king-rook-vs-king-pawn/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/chess/king-rook-vs-king-pawn/kr-vs-kp.names"|"Chess (King-Rook vs. King-Pawn) Data Set"|"Multivariate"|"3196"|"Game"|"Categorical"|"36"|"1989-08-01"|"No"|"100188"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large24.jpg"
"http://archive.ics.uci.edu/ml/datasets/EMG+Physical+Action+Data+Set"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00213/"|"http://archive.ics.uci.edu/ml/datasets/EMG+Physical+Action+Data+Set#"|"EMG Physical Action Data Set Data Set"|"Time-Series"|"10000"|"Physical"|"Real"|"8"|"2011-07-27"|"N/A"|"75994"|""
"http://archive.ics.uci.edu/ml/datasets/DGP2+-+The+Second+Data+Generation+Program"|"http://archive.ics.uci.edu/ml/machine-learning-databases/dgp-2/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/dgp-2/DGP-2.names"|"DGP2 - The Second Data Generation Program Data Set"|"Data-Generator"|"N/A"|"N/A"|"Real"|"N/A"|"N/A"|"N/A"|"28552"|""
"http://archive.ics.uci.edu/ml/datasets/HEPMASS"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00347/"|"http://archive.ics.uci.edu/ml/datasets/HEPMASS#"|"HEPMASS Data Set"|"Multivariate"|"10500000"|"Physical"|"Real"|"28"|"2016-01-28"|"N/A"|"48183"|""
"http://archive.ics.uci.edu/ml/datasets/Motion+Capture+Hand+Postures"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00405/"|"http://archive.ics.uci.edu/ml/datasets/Motion+Capture+Hand+Postures#"|"Motion Capture Hand Postures Data Set"|"Multivariate"|"78095"|"Computer"|"Real"|"38"|"2017-01-27"|"Yes"|"17683"|""
"http://archive.ics.uci.edu/ml/datasets/Census-Income+%28KDD%29"|"http://archive.ics.uci.edu/ml/machine-learning-databases/census-income-mld/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/census-income-mld/census-income.data.html"|"Census-Income (KDD) Data Set"|"Multivariate"|"299285"|"Social"|"Categorical, Integer"|"40"|"2000-03-07"|"Yes"|"146135"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large2.jpg"
"http://archive.ics.uci.edu/ml/datasets/Acute+Inflammations"|"http://archive.ics.uci.edu/ml/machine-learning-databases/acute/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/acute/diagnosis.names"|"Acute Inflammations Data Set"|"Multivariate"|"120"|"Life"|"Categorical, Integer"|"6"|"2009-02-11"|"No"|"144078"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large184.jpg"
"http://archive.ics.uci.edu/ml/datasets/Statlog+Project"|"http://archive.ics.uci.edu/ml/machine-learning-databases/statlog/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/statlog/statlog.names"|"Statlog Project Data Set"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"1992-10-01"|"N/A"|"41914"|""
"http://archive.ics.uci.edu/ml/datasets/Rice+Leaf+Diseases"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00486/"|"http://archive.ics.uci.edu/ml/datasets/Rice+Leaf+Diseases#"|"Rice Leaf Diseases Data Set"|"Multivariate"|"120"|"Computer"|"Integer"|"N/A"|"2019-04-14"|"N/A"|"408"|""
"http://archive.ics.uci.edu/ml/datasets/Condition+Based+Maintenance+of+Naval+Propulsion+Plants"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00316/"|"http://archive.ics.uci.edu/ml/datasets/Condition+Based+Maintenance+of+Naval+Propulsion+Plants#"|"Condition Based Maintenance of Naval Propulsion Plants Data Set"|"Multivariate"|"11934"|"Computer"|"Real"|"16"|"2014-09-11"|"N/A"|"44654"|""
"http://archive.ics.uci.edu/ml/datasets/Absenteeism+at+work"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00445/"|"http://archive.ics.uci.edu/ml/datasets/Absenteeism+at+work#"|"Absenteeism at work Data Set"|"Multivariate, Time-Series"|"740"|"Business"|"Integer, Real"|"21"|"2018-04-05"|"N/A"|"100340"|""
"http://archive.ics.uci.edu/ml/datasets/DeliciousMIL%3A+A+Data+Set+for+Multi-Label+Multi-Instance+Learning+with+Instance+Labels"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00418/"|"http://archive.ics.uci.edu/ml/datasets/DeliciousMIL%3A+A+Data+Set+for+Multi-Label+Multi-Instance+Learning+with+Instance+Labels#"|"DeliciousMIL: A Data Set for Multi-Label Multi-Instance Learning with Instance Labels Data Set"|"Text"|"12234"|"Computer"|"Integer"|"8519"|"2016-10-27"|"N/A"|"10379"|""
"http://archive.ics.uci.edu/ml/datasets/Dow+Jones+Index"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00312/"|"http://archive.ics.uci.edu/ml/datasets/Dow+Jones+Index#"|"Dow Jones Index Data Set"|"Time-Series"|"750"|"Business"|"Integer, Real"|"16"|"2014-10-23"|"N/A"|"160952"|""
"http://archive.ics.uci.edu/ml/datasets/Autistic+Spectrum+Disorder+Screening+Data+for+Adolescent+++"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00420/"|"http://archive.ics.uci.edu/ml/datasets/Autistic+Spectrum+Disorder+Screening+Data+for+Adolescent+++#"|"Autistic Spectrum Disorder Screening Data for Adolescent    Data Set"|"Multivariate"|"104"|"Life"|"Integer"|"21"|"2017-12-24"|"Yes"|"17393"|""
"http://archive.ics.uci.edu/ml/datasets/HCC+Survival"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00423/"|"http://archive.ics.uci.edu/ml/datasets/HCC+Survival#"|"HCC Survival Data Set"|"Multivariate"|"165"|"Life"|"Integer, Real"|"49"|"2017-11-29"|"Yes"|"19661"|""
"http://archive.ics.uci.edu/ml/datasets/Automobile"|"http://archive.ics.uci.edu/ml/machine-learning-databases/autos/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/autos/imports-85.names"|"Automobile Data Set"|"Multivariate"|"205"|"N/A"|"Categorical, Integer, Real"|"26"|"1987-05-19"|"Yes"|"387981"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large10.jpg"
"http://archive.ics.uci.edu/ml/datasets/Flags"|"http://archive.ics.uci.edu/ml/machine-learning-databases/flags/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/flags/flag.names"|"Flags Data Set"|"Multivariate"|"194"|"N/A"|"Categorical, Integer"|"30"|"1990-05-15"|"No"|"249192"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large40.jpg"
"http://archive.ics.uci.edu/ml/datasets/Reuters+Transcribed+Subset"|"http://archive.ics.uci.edu/ml/machine-learning-databases/reuters_transcribed/reuters_transcribed.html-mld/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/reuters_transcribed-mld/README.txt"|"Reuters Transcribed Subset Data Set"|"Text"|"200"|"Business"|"N/A"|"N/A"|"2008-03-08"|"N/A"|"52490"|""
"http://archive.ics.uci.edu/ml/datasets/Function+Finding"|"http://archive.ics.uci.edu/ml/machine-learning-databases/function-finding/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/function-finding/function-finding.names"|"Function Finding Data Set"|"N/A"|"352"|"Physical"|"Real"|"N/A"|"1990-09-01"|"No"|"46801"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large41.jpg"
"http://archive.ics.uci.edu/ml/datasets/Qualitative+Structure+Activity+Relationships"|"http://archive.ics.uci.edu/ml/machine-learning-databases/qsar/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/qsar/README"|"Qualitative Structure Activity Relationships Data Set"|"Domain-Theory"|"N/A"|"Physical"|"N/A"|"N/A"|"N/A"|"N/A"|"24327"|""
"http://archive.ics.uci.edu/ml/datasets/GPS+Trajectories"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00354/"|"http://archive.ics.uci.edu/ml/datasets/GPS+Trajectories#"|"GPS Trajectories Data Set"|"Multivariate"|"163"|"Computer"|"Real"|"15"|"2016-02-29"|"Yes"|"83404"|""
"http://archive.ics.uci.edu/ml/datasets/Meta-data"|"http://archive.ics.uci.edu/ml/machine-learning-databases/meta-data/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/meta-data/meta.names"|"Meta-data Data Set"|"Multivariate"|"528"|"N/A"|"Categorical, Integer, Real"|"22"|"1996-03-01"|"Yes"|"65022"|""
"http://archive.ics.uci.edu/ml/datasets/Pen-Based+Recognition+of+Handwritten+Digits"|"http://archive.ics.uci.edu/ml/machine-learning-databases/pendigits/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/pendigits/pendigits.names"|"Pen-Based Recognition of Handwritten Digits Data Set"|"Multivariate"|"10992"|"Computer"|"Integer"|"16"|"1998-07-01"|"No"|"188860"|""
"http://archive.ics.uci.edu/ml/datasets/HTRU2"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00372/"|"http://archive.ics.uci.edu/ml/datasets/HTRU2#"|"HTRU2 Data Set"|"Multivariate"|"17898"|"Physical"|"Real"|"9"|"2017-02-14"|"N/A"|"33963"|""
"http://archive.ics.uci.edu/ml/datasets/Nomao"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00227/"|"http://archive.ics.uci.edu/ml/datasets/Nomao#"|"Nomao Data Set"|"Univariate"|"34465"|"Computer"|"Real"|"120"|"2012-07-04"|"Yes"|"45243"|""
"http://archive.ics.uci.edu/ml/datasets/KEGG+Metabolic+Reaction+Network+%28Undirected%29"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00221/"|"http://archive.ics.uci.edu/ml/datasets/KEGG+Metabolic+Reaction+Network+%28Undirected%29#"|"KEGG Metabolic Reaction Network (Undirected) Data Set"|"Multivariate, Univariate, Text"|"65554"|"Life"|"Integer, Real"|"29"|"2011-11-28"|"Yes"|"46027"|""
"http://archive.ics.uci.edu/ml/datasets/Polish+companies+bankruptcy+data"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00365/"|"http://archive.ics.uci.edu/ml/datasets/Polish+companies+bankruptcy+data#"|"Polish companies bankruptcy data Data Set"|"Multivariate"|"10503"|"Business"|"Real"|"64"|"2016-04-11"|"Yes"|"65966"|""
"http://archive.ics.uci.edu/ml/datasets/SPECTF+Heart"|"http://archive.ics.uci.edu/ml/machine-learning-databases/spect/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/spect/SPECTF.names"|"SPECTF Heart Data Set"|"Multivariate"|"267"|"Life"|"Integer"|"44"|"2001-10-01"|"No"|"80596"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large45.jpg"
"http://archive.ics.uci.edu/ml/datasets/Prodigy"|"http://www.ics.uci.edu/~mlearn/databases/prodigy/"|"http://archive.ics.uci.edu/ml/http://www.ics.uci.edu/~mlearn/databases/prodigy/domains/"|"Prodigy Data Set"|"Domain-Theory"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"30096"|""
"http://archive.ics.uci.edu/ml/datasets/SECOM"|"http://archive.ics.uci.edu/ml/machine-learning-databases/secom/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/secom/secom.names"|"SECOM Data Set"|"Multivariate"|"1567"|"Computer"|"Real"|"591"|"2008-11-19"|"Yes"|"88323"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large179.jpg"
"http://archive.ics.uci.edu/ml/datasets/Cryotherapy+Dataset+"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00429/"|"http://archive.ics.uci.edu/ml/datasets/Cryotherapy+Dataset+#"|"Cryotherapy Dataset  Data Set"|"Univariate"|"90"|"Life"|"Integer, Real"|"7"|"2018-01-04"|"N/A"|"26725"|""
"http://archive.ics.uci.edu/ml/datasets/Container+Crane+Controller+Data+Set"|"http://archive.ics.uci.edu/ml/machine-learning-databases/00436/"|"http://archive.ics.uci.edu/ml/datasets/Container+Crane+Controller+Data+Set#"|"Container Crane Controller Data Set Data Set"|"Univariate, Domain-Theory"|"15"|"Computer"|"Real"|"3"|"2018-01-01"|"N/A"|"17448"|""
"http://archive.ics.uci.edu/ml/datasets/Movie"|"http://archive.ics.uci.edu/ml/machine-learning-databases/movies-mld/"|"http://archive.ics.uci.edu/ml/machine-learning-databases/movies-mld/movies.data.html"|"Movie Data Set"|"Multivariate, Relational"|"10000"|"N/A"|"N/A"|"N/A"|"1999-07-07"|"Yes"|"170839"|"http://archive.ics.uci.edu/ml/assets/MLimages/Large132.jpg"
